,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased
872,2022-05-22,36508.0,68.0,80771999.0,960455.0
873,2022-05-23,109747.0,219.0,80881746.0,960828.0
874,2022-05-24,129960.0,465.0,81011706.0,961293.0
875,2022-05-25,156271.0,704.0,81167977.0,961997.0
876,2022-05-26,113176.0,315.0,81281153.0,962312.0
877,2022-05-27,153263.0,448.0,81434416.0,962893.0
878,2022-05-28,41366.0,99.0,81475782.0,962992.0
879,2022-05-29,29437.0,50.0,81505219.0,963042.0
880,2022-05-30,54643.0,82.0,81559862.0,963124.0
881,2022-05-31,155168.0,353.0,81715030.0,963477.0
882,2022-06-01,140135.0,572.0,81855165.0,964049.0
883,2022-06-02,111759.0,355.0,81966924.0,964404.0
884,2022-06-03,146857.0,463.0,82113781.0,964867.0
885,2022-06-04,52832.0,93.0,82166613.0,964960.0
886,2022-06-05,37984.0,116.0,82204597.0,965076.0
887,2022-06-06,98722.0,275.0,82303319.0,965351.0
888,2022-06-07,148431.0,452.0,82451750.0,965813.0
889,2022-06-08,148324.0,650.0,82600074.0,966463.0
890,2022-06-09,106375.0,252.0,82706449.0,966715.0
891,2022-06-10,151580.0,391.0,82858029.0,967106.0
892,2022-06-11,40598.0,150.0,82898627.0,967256.0
893,2022-06-12,34158.0,85.0,82932785.0,967341.0
894,2022-06-13,91329.0,270.0,83024114.0,967599.0
895,2022-06-14,135405.0,402.0,83159519.0,968001.0
896,2022-06-15,144115.0,555.0,83303634.0,968556.0
897,2022-06-16,98452.0,297.0,83402086.0,968853.0
898,2022-06-17,129200.0,398.0,83531286.0,969251.0
899,2022-06-18,38723.0,106.0,83570009.0,969357.0
900,2022-06-19,33420.0,113.0,83603429.0,969470.0
901,2022-06-20,52054.0,145.0,83655483.0,969615.0
902,2022-06-21,184839.0,510.0,83840322.0,970125.0
903,2022-06-22,132691.0,612.0,83973013.0,970737.0
904,2022-06-23,104031.0,497.0,84077044.0,971234.0
905,2022-06-24,167937.0,466.0,84244981.0,971741.0
906,2022-06-25,48232.0,113.0,84293213.0,971854.0
907,2022-06-26,37892.0,73.0,84331105.0,971927.0
908,2022-06-27,95608.0,274.0,84426713.0,972201.0
909,2022-06-28,152460.0,596.0,84579173.0,972797.0
910,2022-06-29,148309.0,574.0,84727482.0,973371.0
911,2022-06-30,113210.0,472.0,84840692.0,973843.0
912,2022-07-01,172882.0,544.0,85016263.0,974387.0
913,2022-07-02,48823.0,124.0,85065086.0,974511.0
914,2022-07-03,34778.0,78.0,85099864.0,974589.0
915,2022-07-04,48084.0,132.0,85147948.0,974721.0
916,2022-07-05,168055.0,458.0,85316003.0,975179.0
917,2022-07-06,141238.0,593.0,85457241.0,975772.0
918,2022-07-07,116359.0,482.0,85573600.0,976254.0
919,2022-07-08,177420.0,534.0,85751020.0,976788.0
920,2022-07-09,54610.0,114.0,85805630.0,976902.0
921,2022-07-10,45957.0,104.0,85851587.0,977006.0
922,2022-07-11,118913.0,284.0,85970500.0,977290.0
923,2022-07-12,181486.0,653.0,86151986.0,977943.0
924,2022-07-13,152779.0,706.0,86304765.0,978649.0
925,2022-07-14,137454.0,458.0,86442219.0,979107.0
926,2022-07-15,187924.0,473.0,86630143.0,979580.0
927,2022-07-16,55219.0,152.0,86685362.0,979732.0
928,2022-07-17,45192.0,156.0,86730554.0,979888.0
929,2022-07-18,105796.0,339.0,86836350.0,980227.0
930,2022-07-19,174565.0,700.0,87010915.0,980927.0
931,2022-07-20,157933.0,661.0,87168848.0,981588.0
932,2022-07-21,146939.0,488.0,87315787.0,982076.0
933,2022-07-22,185062.0,631.0,87525159.0,982707.0
934,2022-07-23,52999.0,160.0,87578158.0,982867.0
935,2022-07-24,44372.0,159.0,87622530.0,983026.0
936,2022-07-25,110320.0,276.0,87732850.0,983302.0
937,2022-07-26,165322.0,619.0,87898172.0,983921.0
938,2022-07-27,158900.0,681.0,88057072.0,984602.0
939,2022-07-28,143344.0,501.0,88200416.0,985103.0
940,2022-07-29,170478.0,640.0,88463032.0,985743.0
941,2022-07-30,37736.0,131.0,88500768.0,985874.0
942,2022-07-31,29472.0,102.0,88530240.0,985976.0
943,2022-08-01,123284.0,404.0,88653524.0,986380.0
944,2022-08-02,157192.0,686.0,88810716.0,987066.0
945,2022-08-03,148668.0,699.0,88959384.0,987765.0
946,2022-08-04,132013.0,546.0,89091397.0,988311.0
947,2022-08-05,153049.0,605.0,89244446.0,988916.0
948,2022-08-06,33459.0,147.0,89277905.0,989063.0
949,2022-08-07,26739.0,115.0,89304644.0,989178.0
950,2022-08-08,103436.0,314.0,89408080.0,989492.0
951,2022-08-09,133815.0,780.0,89541895.0,990272.0
952,2022-08-10,137249.0,801.0,89679144.0,991038.0
953,2022-08-11,125313.0,569.0,89804457.0,991607.0
954,2022-08-12,139100.0,668.0,89943557.0,992275.0
955,2022-08-13,30823.0,116.0,89974380.0,992391.0
956,2022-08-14,21349.0,112.0,89995729.0,992503.0
957,2022-08-15,96180.0,315.0,90091909.0,992818.0
958,2022-08-16,124289.0,722.0,90216198.0,993540.0
959,2022-08-17,119235.0,746.0,90335433.0,994285.0
960,2022-08-18,113589.0,516.0,90449022.0,994801.0
961,2022-08-19,128421.0,600.0,90583545.0,995401.0
962,2022-08-20,27009.0,121.0,90610554.0,995522.0
963,2022-08-21,21653.0,94.0,90632207.0,995616.0
964,2022-08-22,85282.0,297.0,90717489.0,995913.0
965,2022-08-23,113367.0,655.0,90830856.0,996568.0
966,2022-08-24,129358.0,743.0,90960214.0,997311.0
967,2022-08-25,110591.0,521.0,91070805.0,997832.0
968,2022-08-26,114419.0,642.0,91185224.0,998474.0
969,2022-08-27,28010.0,127.0,91213234.0,998601.0
970,2022-08-28,20521.0,77.0,91233755.0,998678.0
971,2022-08-29,85037.0,278.0,91318792.0,998956.0
972,2022-08-30,113715.0,596.0,91432507.0,999552.0
973,2022-08-31,119296.0,739.0,91551803.0,1000382.0
974,2022-09-01,103514.0,470.0,91655317.0,1000852.0
975,2022-09-02,107155.0,487.0,91762472.0,1001366.0
976,2022-09-03,23473.0,74.0,91785945.0,1001440.0
977,2022-09-04,18516.0,61.0,91804461.0,1001501.0
978,2022-09-05,25041.0,101.0,91829502.0,1001602.0
979,2022-09-06,117514.0,503.0,91947016.0,1002105.0
980,2022-09-07,88923.0,641.0,92035939.0,1002746.0
981,2022-09-08,87686.0,425.0,92123625.0,1003171.0
982,2022-09-09,81861.0,544.0,92205486.0,1003715.0
983,2022-09-10,19715.0,51.0,92225201.0,1003766.0
984,2022-09-11,16742.0,10.0,92241943.0,1003776.0
985,2022-09-12,60728.0,213.0,92302671.0,1003989.0
986,2022-09-13,54413.0,460.0,92357092.0,1004449.0
987,2022-09-14,83403.0,705.0,92440495.0,1005195.0
